project_id,project_name,developer,area,project_type,total_units,sold_units,sold_percentage,launch_year,completion_year,status,avg_price_per_sqft_aed,min_price_aed,max_price_aed,floors,has_amenities,is_freehold
PRJ-01597,Al Residences 20,Danube Properties,Al Quoz,Mixed Use,1072,827,77.2,2015,2017.0,Completed,2673,662142,11138195,38,True,True
PRJ-01598,DAMAC Downtown Tower 9,DAMAC Properties,Downtown Dubai,Residential,950,822,86.6,2024,2026.0,Completed,3124,1342464,10754254,36,True,True
PRJ-01599,Meraas Palm Tower 1,Meraas,Palm Jumeirah,Residential,1977,487,24.7,2012,,Under Construction,3903,891399,15369288,28,False,False
PRJ-01600,Al Residences 4,Select Group,Al Karama,Residential,587,432,73.7,2018,2023.0,Completed,2141,1204710,3263433,73,True,False
PRJ-01601,Omniyat Motor Tower 9,Omniyat,Motor City,Residential,1423,934,65.7,2023,,Under Construction,4068,1470497,17087411,5,True,True
PRJ-01602,Sobha Emaar Tower 8,Sobha Realty,Emaar Beachfront,Residential,1529,1170,76.6,2021,2023.0,Completed,3457,1093885,4451090,21,True,True
PRJ-01603,Deira Residences 12,MAG Property Development,Deira,Residential,1264,883,69.9,2017,,Off-Plan,2845,308281,16895378,14,True,True
PRJ-01604,Dubai Residences 6,Ellington Properties,Dubai Hills Estate,Residential,523,221,42.4,2018,,Under Construction,4363,789577,11271107,50,False,True
PRJ-01605,Al Residences 7,Emaar Properties,Al Barsha,Commercial,1013,821,81.1,2022,2027.0,Completed,1470,940718,22507226,37,True,True
PRJ-01606,MAG Sports Tower 9,MAG Property Development,Sports City,Residential,55,40,72.9,2012,,Under Construction,1724,948502,20445153,20,False,True
PRJ-01607,Al Residences 2,Seven Tides,Al Safa,Mixed Use,1233,326,26.5,2016,,Under Construction,990,744537,23873535,30,True,True
PRJ-01608,Al Residences 14,Binghatti,Al Barsha,Residential,786,321,40.9,2021,,Off-Plan,3460,1432583,16690565,49,True,False
PRJ-01609,Meraas Al Tower 1,Meraas,Al Safa,Residential,1357,1097,80.9,2005,,Off-Plan,1032,1431602,16112302,69,False,False
PRJ-01610,Nakheel Palm Tower 2,Nakheel,Palm Jumeirah,Residential,1829,1722,94.2,2013,,Under Construction,3683,1207008,17014451,15,False,True
PRJ-01611,Danube Discovery Tower 2,Danube Properties,Discovery Gardens,Residential,1530,1173,76.7,2005,2007.0,Completed,1569,560719,3603205,9,False,True
PRJ-01612,Dubai Residences 7,Omniyat,Dubai Marina,Residential,770,323,42.0,2008,,Off-Plan,3073,1446878,17376756,27,True,True
PRJ-01613,Emaar DIFC Tower 4,Emaar Properties,DIFC,Mixed Use,1883,1654,87.9,2019,,Off-Plan,4233,628897,3667549,34,True,True
PRJ-01614,JVC Residences 4,Sobha Realty,JVC,Residential,1061,818,77.1,2017,2019.0,Completed,3384,515612,12733212,80,False,False
PRJ-01615,Dubai Residences 2,Arada,Dubai Marina,Residential,56,16,30.2,2024,,Under Construction,1466,1337173,8597005,36,True,True
PRJ-01616,Nad Residences 3,Danube Properties,Nad Al Sheba,Mixed Use,593,349,59.0,2016,,Off-Plan,3421,743652,20414639,18,True,False
PRJ-01617,Azizi Jumeirah Tower 9,Azizi Developments,Jumeirah,Commercial,1271,1172,92.3,2007,2010.0,Completed,995,1390547,19833640,40,True,True
PRJ-01618,Arada Al Tower 1,Arada,Al Barsha,Commercial,1157,617,53.4,2012,,Under Construction,1193,689666,7028140,54,True,True
PRJ-01619,Motor Residences 8,MAG Property Development,Motor City,Residential,1563,1168,74.8,2006,,Off-Plan,2261,1153192,19036561,37,True,True
PRJ-01620,Deira Residences 13,Ellington Properties,Deira,Residential,1702,1367,80.4,2020,,Off-Plan,2775,999793,17632916,51,False,True
PRJ-01621,Ellington Al Tower 7,Ellington Properties,Al Quoz,Commercial,558,429,77.0,2010,,Under Construction,2023,1126630,20216093,66,True,True
PRJ-01622,Emaar Dubai Tower 3,Emaar Properties,Dubai Creek Harbour,Residential,1938,1327,68.5,2014,2017.0,Completed,1389,1462850,12499959,59,True,True
PRJ-01623,Motor Residences 15,Seven Tides,Motor City,Residential,1636,1321,80.8,2012,2016.0,Completed,3995,1196813,21564969,6,True,False
PRJ-01624,Nakheel Bur Tower 3,Nakheel,Bur Dubai,Residential,1539,1399,90.9,2005,2008.0,Completed,2127,881291,15788021,65,True,True
PRJ-01625,Downtown Residences 11,Select Group,Downtown Dubai,Mixed Use,1830,1536,83.9,2011,,Under Construction,2257,533630,7577872,58,True,True
PRJ-01626,Danube Dubai Tower 3,Danube Properties,Dubai Marina,Residential,245,171,70.1,2023,2027.0,Completed,2315,450664,3705649,69,False,True
PRJ-01627,JVC Residences 18,Omniyat,JVC,Residential,1691,1461,86.4,2009,,Under Construction,3213,950184,21462630,8,True,True
PRJ-01628,Emaar Residences 15,Azizi Developments,Emaar Beachfront,Residential,1858,1037,55.8,2012,,Under Construction,902,1446604,23742712,13,False,True
PRJ-01629,Jumeirah Residences 9,Omniyat,Jumeirah,Residential,71,50,71.0,2012,2017.0,Completed,2581,1058429,11935739,54,True,True
PRJ-01630,Jumeirah Residences 9,Meraas,Jumeirah,Residential,1198,647,54.0,2017,,Off-Plan,3644,1361141,13518937,52,False,True
PRJ-01631,Ellington Bur Tower 8,Ellington Properties,Bur Dubai,Mixed Use,1382,489,35.4,2008,,Under Construction,2386,1424088,23569926,54,True,False
PRJ-01632,MAG Palm Tower 7,MAG Property Development,Palm Jumeirah,Residential,1818,1302,71.6,2017,,Off-Plan,2675,534279,24524833,10,False,False
PRJ-01633,DAMAC DIFC Tower 4,DAMAC Properties,DIFC,Commercial,196,117,60.1,2005,,Under Construction,1701,874896,23789256,65,True,True
PRJ-01634,Dubai Al Tower 3,Dubai Properties,Al Karama,Residential,574,338,59.0,2015,,Off-Plan,2405,1247051,18789621,66,True,True
PRJ-01635,Deira Residences 20,Dubai Properties,Deira,Residential,112,28,25.5,2006,,Under Construction,2956,1295940,19008971,56,True,True
PRJ-01636,Binghatti Palm Tower 6,Binghatti,Palm Jumeirah,Commercial,432,210,48.8,2010,,Under Construction,2778,1026613,19407342,68,True,True
PRJ-01637,Nakheel Umm Tower 4,Nakheel,Umm Suqeim,Residential,1545,621,40.2,2021,,Off-Plan,3834,1448812,14752218,36,False,True
PRJ-01638,Mirdif Residences 18,Tiger Properties,Mirdif,Mixed Use,1261,634,50.3,2018,,Under Construction,1355,1137448,11601718,15,True,True
PRJ-01639,Nakheel Arabian Tower 1,Nakheel,Arabian Ranches,Commercial,1510,684,45.3,2022,,Off-Plan,963,727762,13242304,10,True,False
PRJ-01640,Nakheel Arabian Tower 3,Nakheel,Arabian Ranches,Hospitality,748,501,67.1,2005,,Off-Plan,950,494213,14966554,62,False,True
PRJ-01641,International Residences 20,Binghatti,International City,Hospitality,489,415,85.0,2023,2027.0,Completed,4440,343984,11389885,66,True,True
PRJ-01642,Sobha Emaar Tower 6,Sobha Realty,Emaar Beachfront,Residential,452,117,26.0,2008,,Off-Plan,2469,938580,19270974,11,True,True
PRJ-01643,Reportage Dubai Tower 1,Reportage,Dubai Marina,Commercial,282,214,76.0,2022,2024.0,Completed,1311,993597,23393933,42,True,True
PRJ-01644,Deyaar Discovery Tower 1,Deyaar Development,Discovery Gardens,Commercial,645,441,68.4,2009,2011.0,Completed,3942,367858,10595765,74,True,True
PRJ-01645,Ellington Discovery Tower 1,Ellington Properties,Discovery Gardens,Residential,1170,892,76.3,2024,,Under Construction,1168,333319,11503915,46,True,True
PRJ-01646,Dubai Residences 5,Binghatti,Dubai Creek Harbour,Mixed Use,1791,1543,86.2,2008,2011.0,Completed,2152,1158208,22396329,33,False,True
PRJ-01647,DAMAC International Tower 9,DAMAC Properties,International City,Residential,1113,985,88.6,2024,2028.0,Completed,2860,455073,20235868,45,False,True
PRJ-01648,Palm Residences 16,MAG Property Development,Palm Jumeirah,Mixed Use,1080,705,65.3,2014,,Under Construction,2379,832210,21523736,43,True,True
PRJ-01649,Al Residences 15,Select Group,Al Satwa,Mixed Use,1439,1124,78.1,2012,,Off-Plan,2265,975231,8754162,41,True,True
PRJ-01650,Nad Residences 13,Arada,Nad Al Sheba,Commercial,723,260,36.0,2016,,Off-Plan,3141,416626,24210485,59,True,True
PRJ-01651,International Residences 13,Deyaar Development,International City,Residential,1921,1551,80.7,2018,,Under Construction,3623,1185114,21034860,19,True,True
PRJ-01652,Discovery Residences 20,Ellington Properties,Discovery Gardens,Commercial,1213,861,71.0,2018,,Off-Plan,1021,760195,18864696,50,True,True
PRJ-01653,Tiger Arabian Tower 2,Tiger Properties,Arabian Ranches,Hospitality,1607,1387,86.3,2017,2020.0,Completed,3701,1186375,19716008,79,True,False
PRJ-01654,Ellington Downtown Tower 1,Ellington Properties,Downtown Dubai,Residential,192,55,28.9,2020,,Under Construction,3459,783613,2766841,15,True,True
PRJ-01655,Al Residences 9,Ellington Properties,Al Satwa,Commercial,84,52,62.6,2023,2026.0,Completed,4312,1455784,6302730,25,False,True
PRJ-01656,Nakheel Business Tower 6,Nakheel,Business Bay,Residential,948,588,62.0,2012,2014.0,Completed,1793,1362614,22638907,6,True,True
PRJ-01657,Al Residences 4,Omniyat,Al Quoz,Residential,692,175,25.4,2019,,Off-Plan,829,1359791,22545210,64,False,True
PRJ-01658,Dubai Residences 15,Sobha Realty,Dubai Creek Harbour,Mixed Use,1233,462,37.5,2007,,Stalled,4106,1012415,22231933,8,True,True
PRJ-01659,Al Residences 8,Aldar,Al Wasl,Residential,944,736,78.0,2019,2021.0,Completed,775,835143,17771674,64,False,True
PRJ-01660,Arada Umm Tower 9,Arada,Umm Suqeim,Mixed Use,1413,1087,77.0,2008,2012.0,Completed,4010,1389759,9718534,41,False,True
PRJ-01661,Reportage Umm Tower 6,Reportage,Umm Suqeim,Residential,88,75,85.8,2007,,Stalled,1087,1231381,5835811,22,True,True
PRJ-01662,Emaar Al Tower 2,Emaar Properties,Al Safa,Commercial,1977,1220,61.7,2019,,Off-Plan,3413,885152,21861181,72,True,True
PRJ-01663,Dubai Residences 12,Reportage,Dubai Hills Estate,Residential,1081,307,28.4,2021,,Under Construction,2445,1021647,6885561,63,False,False
PRJ-01664,Emaar Al Tower 6,Emaar Properties,Al Karama,Residential,922,440,47.8,2022,,Stalled,4432,1282970,2818961,33,True,True
PRJ-01665,Deyaar International Tower 3,Deyaar Development,International City,Residential,1660,1458,87.8,2023,2028.0,Completed,1064,1291337,4099385,12,False,True
PRJ-01666,MAG Dubai Tower 4,MAG Property Development,Dubai Hills Estate,Commercial,1097,890,81.2,2015,2017.0,Completed,3073,334371,7591108,39,True,True
PRJ-01667,Dubai Residences 17,DAMAC Properties,Dubai Marina,Residential,1654,1000,60.5,2008,,Under Construction,1756,1011542,10762635,59,True,True
PRJ-01668,Meraas Dubai Tower 6,Meraas,Dubai Hills Estate,Residential,298,199,67.1,2022,2025.0,Completed,3473,406288,9935768,20,True,True
PRJ-01669,Deyaar Al Tower 7,Deyaar Development,Al Barsha,Mixed Use,1149,1015,88.4,2014,2019.0,Completed,2304,1140005,9857017,39,False,False
PRJ-01670,Al Residences 9,Omniyat,Al Satwa,Residential,435,371,85.4,2006,2008.0,Completed,1443,334002,6466169,65,True,True
PRJ-01671,Binghatti Discovery Tower 2,Binghatti,Discovery Gardens,Residential,1134,1059,93.4,2013,,Off-Plan,4406,961007,17313645,58,True,True
PRJ-01672,Azizi JVC Tower 7,Azizi Developments,JVC,Residential,648,330,50.9,2005,,Off-Plan,2364,639972,12488611,39,False,True
PRJ-01673,Tiger Deira Tower 2,Tiger Properties,Deira,Commercial,1181,1167,98.8,2009,2014.0,Completed,2557,1220461,15395720,79,False,True
PRJ-01674,Mirdif Residences 13,Select Group,Mirdif,Commercial,1137,248,21.9,2012,,Under Construction,2363,1193906,15570252,76,True,True
PRJ-01675,Al Residences 3,MAG Property Development,Al Satwa,Mixed Use,1766,942,53.3,2019,,Off-Plan,3336,459478,8456951,71,True,True
PRJ-01676,Al Residences 15,Emaar Properties,Al Quoz,Commercial,920,683,74.3,2023,2028.0,Completed,4417,1297846,24931526,16,True,False
PRJ-01677,Deyaar International Tower 6,Deyaar Development,International City,Residential,57,35,62.4,2006,2011.0,Completed,868,576057,22921785,54,False,True
PRJ-01678,JLT Residences 4,Ellington Properties,JLT,Residential,498,477,95.8,2022,2024.0,Completed,898,1131666,16241049,20,False,False
PRJ-01679,Omniyat Motor Tower 5,Omniyat,Motor City,Residential,53,31,58.9,2008,,Under Construction,2712,982956,3262481,63,True,True
PRJ-01680,Tiger Sports Tower 5,Tiger Properties,Sports City,Residential,344,311,90.4,2005,,Off-Plan,1874,1400549,22354467,21,True,True
PRJ-01681,Ras Residences 15,Dubai Properties,Ras Al Khor,Residential,515,211,41.0,2022,,Under Construction,3701,1213401,9366824,72,False,True
PRJ-01682,Sobha JVC Tower 3,Sobha Realty,JVC,Residential,1331,914,68.7,2018,,Under Construction,2281,1401669,21179291,24,True,True
PRJ-01683,Seven Ras Tower 8,Seven Tides,Ras Al Khor,Mixed Use,1194,1181,98.9,2008,2013.0,Completed,1189,732225,19672696,10,False,False
PRJ-01684,Al Residences 6,Ellington Properties,Al Barsha,Mixed Use,1767,873,49.4,2022,,Off-Plan,4455,783250,4682346,53,False,False
PRJ-01685,Jumeirah Residences 2,Seven Tides,Jumeirah,Residential,1688,1670,99.0,2018,2023.0,Completed,1081,518808,23393433,59,True,True
PRJ-01686,Dubai International Tower 2,Dubai Properties,International City,Commercial,134,125,93.6,2011,,Stalled,4152,1339138,3774287,32,True,True
PRJ-01687,Sports Residences 13,Ellington Properties,Sports City,Residential,1620,1203,74.3,2020,,Off-Plan,2440,914721,13363047,74,True,False
PRJ-01688,Azizi Umm Tower 8,Azizi Developments,Umm Suqeim,Commercial,1681,519,30.9,2011,,Under Construction,3854,899706,24874685,47,True,True
PRJ-01689,Azizi Arabian Tower 4,Azizi Developments,Arabian Ranches,Residential,996,851,85.5,2022,2027.0,Completed,936,1182113,11453645,11,True,False
PRJ-01690,Al Residences 12,Select Group,Al Satwa,Residential,1815,1626,89.6,2021,,Under Construction,2270,1007722,18855887,45,True,True
PRJ-01691,Arabian Residences 5,Nakheel,Arabian Ranches,Commercial,928,871,93.9,2008,2013.0,Completed,2857,462032,18171306,41,True,True
PRJ-01692,JLT Residences 6,Danube Properties,JLT,Residential,1830,1704,93.2,2014,,Off-Plan,1158,528576,17954352,7,True,True
PRJ-01693,Meraas JVC Tower 9,Meraas,JVC,Hospitality,269,107,40.0,2019,,Under Construction,3114,1154400,18486767,78,True,True
PRJ-01694,Discovery Residences 13,Arada,Discovery Gardens,Residential,602,522,86.9,2023,2025.0,Completed,774,311348,18720089,76,False,True
PRJ-01695,Business Residences 3,Ellington Properties,Business Bay,Commercial,1380,970,70.3,2021,2025.0,Completed,1677,394115,12951814,76,False,True
PRJ-01696,Deira Residences 1,Dubai Properties,Deira,Residential,582,397,68.3,2008,,Under Construction,3296,1394930,21740223,68,True,False
PRJ-01697,DAMAC Discovery Tower 8,DAMAC Properties,Discovery Gardens,Residential,1080,419,38.9,2009,,Stalled,3989,609537,19884209,33,True,True
PRJ-01698,Ellington Al Tower 8,Ellington Properties,Al Karama,Mixed Use,368,292,79.5,2015,,Under Construction,1039,1385461,7952013,49,False,True
PRJ-01699,Al Residences 15,Seven Tides,Al Barsha,Mixed Use,253,232,91.7,2011,,Stalled,1393,959583,8238403,78,False,True
PRJ-01700,Danube International Tower 7,Danube Properties,International City,Mixed Use,548,408,74.5,2023,2025.0,Completed,3908,550294,24740700,7,True,True
PRJ-01701,Meraas Arabian Tower 3,Meraas,Arabian Ranches,Residential,1841,1582,86.0,2016,,Off-Plan,1667,360334,18088658,51,False,True
PRJ-01702,Dubai Residences 2,Ellington Properties,Dubai Creek Harbour,Residential,1638,1454,88.8,2005,2007.0,Completed,2569,1227669,19767007,39,False,True
PRJ-01703,MAG Bur Tower 6,MAG Property Development,Bur Dubai,Residential,1379,592,43.0,2014,,Under Construction,4218,762084,18323955,49,True,True
PRJ-01704,Dubai Residences 16,Select Group,Dubai Marina,Mixed Use,70,62,88.7,2017,2021.0,Completed,3167,1405789,6370111,15,True,True
PRJ-01705,Deyaar DIFC Tower 3,Deyaar Development,DIFC,Residential,704,343,48.8,2010,,Off-Plan,1806,832299,14057168,52,False,True
PRJ-01706,Al Residences 6,Arada,Al Qusais,Residential,460,148,32.3,2020,,Under Construction,4381,309220,6886179,32,False,False
PRJ-01707,Motor Residences 3,Omniyat,Motor City,Residential,1700,1492,87.8,2006,,Under Construction,2974,565319,24312629,70,True,True
PRJ-01708,Aldar JLT Tower 4,Aldar,JLT,Commercial,98,77,78.9,2006,2008.0,Completed,3536,1360390,17870778,15,True,True
PRJ-01709,Dubai Jumeirah Tower 1,Dubai Properties,Jumeirah,Commercial,1910,430,22.5,2017,,Under Construction,2832,550431,2742965,14,True,True
PRJ-01710,JLT Residences 5,Nakheel,JLT,Residential,1392,1122,80.7,2012,2016.0,Completed,2399,1292285,9851785,63,True,True
PRJ-01711,Arada Downtown Tower 3,Arada,Downtown Dubai,Commercial,142,123,87.2,2010,,Off-Plan,4281,1391329,23628796,14,False,True
PRJ-01712,Meraas Al Tower 5,Meraas,Al Wasl,Residential,503,263,52.4,2024,,Off-Plan,2542,1089388,24773666,15,False,True
PRJ-01713,Al Residences 5,Reportage,Al Karama,Residential,1965,1707,86.9,2014,2018.0,Completed,994,1374242,23312467,14,True,False
PRJ-01714,Azizi Al Tower 5,Azizi Developments,Al Safa,Mixed Use,1067,897,84.1,2014,2018.0,Completed,2121,572219,4090508,36,True,True
PRJ-01715,International Residences 19,Sobha Realty,International City,Residential,1282,1194,93.1,2018,,Under Construction,3382,425161,12846772,47,True,False
PRJ-01716,Mirdif Residences 6,Binghatti,Mirdif,Residential,1057,818,77.5,2010,,Off-Plan,3894,300202,19036443,13,False,True
PRJ-01717,JLT Residences 19,Nakheel,JLT,Hospitality,147,61,42.0,2015,,Under Construction,745,1004176,18040340,33,True,True
PRJ-01718,Ellington Arabian Tower 1,Ellington Properties,Arabian Ranches,Residential,1496,953,63.7,2024,2029.0,Completed,2102,860568,13135104,77,False,True
PRJ-01719,Palm Residences 3,Reportage,Palm Jumeirah,Residential,711,630,88.7,2009,2014.0,Completed,3965,1338442,15886747,76,False,True
PRJ-01720,Palm Residences 11,Sobha Realty,Palm Jumeirah,Residential,794,725,91.4,2010,,Under Construction,765,453272,3152738,66,False,True
PRJ-01721,Meraas Al Tower 3,Meraas,Al Qusais,Mixed Use,227,157,69.2,2017,,Under Construction,1641,845784,23744399,21,True,True
PRJ-01722,Dubai Residences 17,DAMAC Properties,Dubai Marina,Mixed Use,1928,1850,96.0,2023,2026.0,Completed,2091,522905,12102276,59,True,True
PRJ-01723,Sobha Al Tower 8,Sobha Realty,Al Satwa,Residential,897,287,32.1,2021,,Off-Plan,2614,684485,8123091,7,True,True
PRJ-01724,Ellington Discovery Tower 8,Ellington Properties,Discovery Gardens,Residential,539,165,30.8,2021,,Under Construction,896,901852,7197025,46,False,True
PRJ-01725,Danube Palm Tower 1,Danube Properties,Palm Jumeirah,Commercial,1009,638,63.3,2012,2014.0,Completed,3088,625675,15832326,75,False,False
PRJ-01726,Ellington Discovery Tower 5,Ellington Properties,Discovery Gardens,Commercial,116,95,82.4,2015,2018.0,Completed,2966,879719,24298952,61,False,True
PRJ-01727,Sports Residences 1,Omniyat,Sports City,Residential,124,117,95.2,2020,2025.0,Completed,3453,789499,5663337,35,False,True
PRJ-01728,Dubai Residences 11,Emaar Properties,Dubai Marina,Residential,1749,1498,85.7,2010,2012.0,Completed,3560,1477004,22481167,13,True,True
PRJ-01729,Ellington Jumeirah Tower 9,Ellington Properties,Jumeirah,Residential,829,665,80.3,2005,,Under Construction,3321,1118233,24957392,77,False,True
PRJ-01730,Dubai Dubai Tower 9,Dubai Properties,Dubai Creek Harbour,Residential,1426,896,62.9,2010,2014.0,Completed,2149,530369,13077417,75,True,True
PRJ-01731,DIFC Residences 10,Omniyat,DIFC,Mixed Use,125,52,41.9,2012,,Off-Plan,3831,465405,12610195,17,True,True
PRJ-01732,Downtown Residences 7,Deyaar Development,Downtown Dubai,Commercial,646,545,84.4,2021,,Off-Plan,4011,1167402,20976792,30,True,False
PRJ-01733,Azizi Emaar Tower 6,Azizi Developments,Emaar Beachfront,Commercial,1324,958,72.4,2019,2021.0,Completed,3813,1000883,6779930,75,True,True
PRJ-01734,Seven Ras Tower 4,Seven Tides,Ras Al Khor,Commercial,706,354,50.2,2022,,Under Construction,2804,881480,14319874,25,True,True
PRJ-01735,Dubai Residences 11,Arada,Dubai Hills Estate,Mixed Use,472,274,58.2,2006,,Under Construction,1951,663765,16470421,9,True,False
PRJ-01736,Aldar Al Tower 5,Aldar,Al Qusais,Residential,528,460,87.2,2020,2024.0,Completed,3536,961016,5447532,65,True,False
PRJ-01737,Discovery Residences 6,Aldar,Discovery Gardens,Mixed Use,642,543,84.6,2023,2025.0,Completed,3249,470719,20188086,32,True,False
