unit_id,building_id,unit_number,floor,bedrooms,bathrooms,area_sqft,property_type,view,is_furnished,current_status,last_transaction_year,last_sale_price_aed
UNIT-0022110,BLDG-002290,2217,31,0,4,3567,Townhouse,Pool View,False,Occupied,2019,3395919
UNIT-0022111,BLDG-004295,3115,56,1,2,3877,Apartment,Pool View,True,Vacant,2018,4325062
UNIT-0022112,BLDG-004807,2603,7,1,2,2869,Townhouse,Pool View,True,Occupied,2016,12721703
UNIT-0022113,BLDG-009884,4118,10,3,1,3098,Studio,Sea View,False,Occupied,2022,601906
UNIT-0022114,BLDG-012703,2210,62,3,2,4914,Apartment,City View,True,Vacant,2015,10664773
UNIT-0022115,BLDG-011028,7813,47,4,3,1928,Villa,City View,False,Occupied,2022,6473680
UNIT-0022116,BLDG-000858,2310,27,2,3,2408,Townhouse,Sea View,False,Occupied,2015,1796827
UNIT-0022117,BLDG-004863,4806,74,1,2,4963,Apartment,Garden View,True,Occupied,2020,2574101
UNIT-0022118,BLDG-006474,1601,58,2,2,3022,Villa,Pool View,True,Vacant,2021,3469179
UNIT-0022119,BLDG-004784,8002,66,2,4,3760,Townhouse,Sea View,True,Occupied,2018,13219110
UNIT-0022120,BLDG-009499,3316,64,3,3,1108,Apartment,Garden View,True,Occupied,2017,635076
UNIT-0022121,BLDG-004030,7816,77,2,2,3838,Villa,Sea View,True,Occupied,2018,3502046
UNIT-0022122,BLDG-001461,1418,19,3,2,4479,Apartment,Pool View,True,Vacant,2021,3982740
UNIT-0022123,BLDG-000982,1901,58,4,2,1962,Apartment,Pool View,True,Occupied,2015,11466646
UNIT-0022124,BLDG-007028,4106,17,1,1,3005,Townhouse,Pool View,True,Occupied,2024,1382688
UNIT-0022125,BLDG-006632,4004,51,2,4,3376,Villa,Sea View,True,Vacant,2024,14062059
UNIT-0022126,BLDG-011385,512,27,1,4,3509,Apartment,Garden View,False,Occupied,2018,6164773
UNIT-0022127,BLDG-010082,7002,13,2,3,3080,Apartment,Garden View,False,Occupied,2016,1236061
UNIT-0022128,BLDG-002918,2311,3,1,3,2673,Townhouse,City View,True,Occupied,2022,7554929
UNIT-0022129,BLDG-008113,5817,25,2,1,2027,Apartment,Garden View,True,Occupied,2018,2308388
UNIT-0022130,BLDG-004855,1106,66,1,3,2657,Apartment,Garden View,True,Vacant,2023,10199945
UNIT-0022131,BLDG-003144,4120,58,1,2,2989,Villa,Sea View,False,Vacant,2016,10544330
UNIT-0022132,BLDG-012221,4617,61,1,3,2852,Townhouse,No Preference,True,Vacant,2021,8637405
UNIT-0022133,BLDG-013146,2218,30,0,3,3223,Villa,No Preference,True,Occupied,2021,9196105
UNIT-0022134,BLDG-003802,2515,58,0,2,715,Apartment,Garden View,False,Vacant,2016,13343078
UNIT-0022135,BLDG-008807,7701,34,1,2,1395,Apartment,City View,False,Occupied,2021,7211722
UNIT-0022136,BLDG-005234,7604,20,0,5,2076,Apartment,City View,False,Occupied,2020,7357728
UNIT-0022137,BLDG-013382,3811,60,1,2,1619,Apartment,Garden View,False,Vacant,2021,1902619
UNIT-0022138,BLDG-009787,2213,80,2,4,1544,Apartment,City View,False,Occupied,2024,6839710
UNIT-0022139,BLDG-000475,807,57,2,2,2755,Apartment,Pool View,True,Occupied,2015,12078095
UNIT-0022140,BLDG-005011,6812,79,1,5,475,Townhouse,No Preference,False,Vacant,2019,1037600
UNIT-0022141,BLDG-002227,1213,78,4,2,2416,Villa,No Preference,False,Occupied,2016,9499561
UNIT-0022142,BLDG-003375,620,27,1,2,2299,Apartment,No Preference,True,Occupied,2017,10447170
UNIT-0022143,BLDG-008474,2015,28,2,3,3415,Studio,Sea View,False,Vacant,2024,7914389
UNIT-0022144,BLDG-009173,6304,14,2,3,2611,Apartment,No Preference,False,Occupied,2017,13422229
UNIT-0022145,BLDG-008740,1115,42,3,5,2311,Villa,Sea View,False,Under Renovation,2021,14795338
UNIT-0022146,BLDG-013942,7208,57,2,2,1021,Apartment,Sea View,True,Occupied,2022,4794718
UNIT-0022147,BLDG-002068,1119,49,2,2,2963,Studio,Sea View,False,Occupied,2024,12698049
UNIT-0022148,BLDG-000078,5603,32,3,2,4520,Townhouse,City View,False,Occupied,2017,5241849
UNIT-0022149,BLDG-009180,7216,38,2,4,2946,Penthouse,City View,True,Vacant,2020,5757523
UNIT-0022150,BLDG-013006,6505,63,2,2,3050,Apartment,No Preference,False,Occupied,2022,14296880
UNIT-0022151,BLDG-009704,4403,33,2,4,485,Studio,No Preference,False,Vacant,2017,2031410
UNIT-0022152,BLDG-002015,3908,30,1,1,4633,Apartment,Pool View,False,Under Renovation,2024,14498275
UNIT-0022153,BLDG-002305,7505,6,2,2,2957,Apartment,Sea View,False,Occupied,2022,2402992
UNIT-0022154,BLDG-005622,810,77,3,3,3919,Apartment,No Preference,False,Vacant,2023,7498497
UNIT-0022155,BLDG-005018,1703,44,3,2,4754,Townhouse,City View,False,Occupied,2024,422601
UNIT-0022156,BLDG-010568,916,80,4,3,4281,Apartment,Garden View,True,Vacant,2016,8650304
UNIT-0022157,BLDG-005558,3113,57,3,2,2640,Apartment,City View,False,Occupied,2021,3513727
UNIT-0022158,BLDG-001854,6216,42,3,2,1715,Townhouse,Sea View,True,Occupied,2019,2084220
UNIT-0022159,BLDG-014436,4409,27,0,3,4079,Studio,City View,False,Occupied,2017,1237976
UNIT-0022160,BLDG-003054,2419,39,2,1,2316,Apartment,No Preference,False,Under Renovation,2021,787631
UNIT-0022161,BLDG-008525,5113,47,2,2,3353,Villa,City View,False,Occupied,2020,6621031
UNIT-0022162,BLDG-006904,2913,66,1,2,4013,Apartment,City View,False,Occupied,2023,2839788
UNIT-0022163,BLDG-010114,5014,7,1,2,2486,Apartment,Garden View,True,Vacant,2023,2859207
UNIT-0022164,BLDG-008198,5416,56,3,2,2669,Apartment,City View,False,Occupied,2023,12715031
UNIT-0022165,BLDG-013695,6718,72,4,3,3722,Apartment,City View,False,Vacant,2015,6047218
UNIT-0022166,BLDG-010307,5602,48,5,2,1283,Villa,Garden View,True,Occupied,2024,902945
UNIT-0022167,BLDG-000653,3216,6,0,3,1216,Apartment,No Preference,False,Vacant,2023,2473367
UNIT-0022168,BLDG-003160,4610,4,3,2,4135,Apartment,Garden View,False,Occupied,2018,1760759
UNIT-0022169,BLDG-005418,3120,30,1,2,4575,Apartment,Pool View,True,Occupied,2024,7264033
UNIT-0022170,BLDG-009738,1106,15,2,2,4336,Apartment,City View,True,Occupied,2023,10656036
UNIT-0022171,BLDG-005905,7203,14,1,2,4303,Apartment,No Preference,False,Occupied,2021,13042308
UNIT-0022172,BLDG-000811,3908,41,2,3,2279,Townhouse,No Preference,True,Vacant,2021,8194299
UNIT-0022173,BLDG-014745,6101,17,1,3,1227,Apartment,Sea View,True,Occupied,2020,10551033
UNIT-0022174,BLDG-012896,1715,55,3,3,4412,Apartment,No Preference,True,Occupied,2020,9771909
UNIT-0022175,BLDG-014915,5105,73,0,3,2601,Penthouse,Garden View,False,Occupied,2016,11619541
UNIT-0022176,BLDG-001377,2608,64,5,3,3307,Apartment,City View,True,Occupied,2015,10981401
UNIT-0022177,BLDG-010835,2820,80,1,3,4373,Studio,No Preference,True,Under Renovation,2017,12187060
UNIT-0022178,BLDG-006123,2103,11,0,3,1348,Apartment,City View,True,Occupied,2019,11793898
UNIT-0022179,BLDG-007504,5814,65,4,3,1366,Apartment,City View,True,Occupied,2015,7576764
UNIT-0022180,BLDG-014345,3713,47,1,3,4155,Villa,Pool View,False,Vacant,2018,14495548
UNIT-0022181,BLDG-001901,508,56,1,2,2422,Apartment,Sea View,False,Occupied,2016,8957735
UNIT-0022182,BLDG-012688,7610,70,2,2,3679,Apartment,No Preference,True,Vacant,2016,4813489
UNIT-0022183,BLDG-013703,4820,46,2,1,3114,Apartment,City View,True,Vacant,2018,12965566
UNIT-0022184,BLDG-013407,4706,47,3,5,3194,Townhouse,No Preference,True,Vacant,2017,4213063
UNIT-0022185,BLDG-002887,4715,75,5,4,4343,Penthouse,Pool View,False,Occupied,2024,2763643
UNIT-0022186,BLDG-006755,4604,68,1,5,4707,Studio,Pool View,False,Occupied,2016,594014
UNIT-0022187,BLDG-001245,3620,60,1,3,805,Villa,Garden View,False,Occupied,2023,10781708
UNIT-0022188,BLDG-001500,1610,51,2,3,3022,Villa,City View,True,Occupied,2024,918768
UNIT-0022189,BLDG-004840,2219,47,2,3,2080,Townhouse,Sea View,False,Vacant,2022,12013527
UNIT-0022190,BLDG-013452,6318,68,1,2,3649,Apartment,City View,False,Occupied,2022,12826299
UNIT-0022191,BLDG-011031,3104,25,1,2,4340,Villa,Garden View,True,Vacant,2020,11819826
UNIT-0022192,BLDG-001139,3904,40,2,2,969,Penthouse,No Preference,False,Vacant,2019,14871140
UNIT-0022193,BLDG-001445,3416,15,1,3,4836,Villa,Garden View,False,Occupied,2024,9384610
UNIT-0022194,BLDG-001397,6815,15,5,3,1438,Villa,Sea View,False,Vacant,2019,10136647
UNIT-0022195,BLDG-008776,3802,13,2,3,2926,Apartment,City View,False,Vacant,2022,330284
UNIT-0022196,BLDG-007454,6015,61,4,4,2188,Apartment,Pool View,True,Occupied,2024,2634756
UNIT-0022197,BLDG-000382,3204,7,2,3,3648,Apartment,City View,True,Occupied,2022,1603695
UNIT-0022198,BLDG-007694,2012,33,1,1,4027,Townhouse,Pool View,False,Vacant,2018,850088
UNIT-0022199,BLDG-012160,2817,8,2,2,4376,Townhouse,Garden View,False,Occupied,2022,6448371
UNIT-0022200,BLDG-005854,2515,64,4,5,2887,Apartment,City View,False,Vacant,2018,14929431
UNIT-0022201,BLDG-011135,7612,49,1,3,2882,Apartment,City View,False,Occupied,2017,10667703
UNIT-0022202,BLDG-008988,4005,62,4,3,4057,Apartment,Pool View,False,Under Renovation,2024,14975410
UNIT-0022203,BLDG-008550,2109,1,0,3,1530,Apartment,City View,False,Occupied,2022,8440340
UNIT-0022204,BLDG-000561,311,29,1,2,693,Studio,No Preference,True,Occupied,2016,11811152
UNIT-0022205,BLDG-012349,3807,41,3,4,4882,Apartment,City View,False,Occupied,2022,13297256
UNIT-0022206,BLDG-001628,4807,20,2,2,1600,Apartment,City View,False,Vacant,2020,6411705
UNIT-0022207,BLDG-003613,7212,34,4,2,1405,Apartment,City View,True,Occupied,2019,10138549
UNIT-0022208,BLDG-006834,3520,26,2,4,4614,Townhouse,No Preference,True,Under Renovation,2019,14996046
UNIT-0022209,BLDG-007180,1906,58,4,3,3611,Apartment,No Preference,True,Occupied,2020,5989988
UNIT-0022210,BLDG-009376,2402,78,4,3,1375,Apartment,City View,False,Occupied,2016,7589549
UNIT-0022211,BLDG-004797,5917,54,3,4,3729,Townhouse,Sea View,False,Vacant,2021,5725421
UNIT-0022212,BLDG-003988,5211,22,2,2,830,Apartment,Sea View,False,Occupied,2022,1870120
UNIT-0022213,BLDG-012021,4918,69,2,3,1692,Townhouse,City View,False,Occupied,2021,6026830
UNIT-0022214,BLDG-009722,5516,48,2,4,1882,Townhouse,City View,False,Occupied,2023,12182007
UNIT-0022215,BLDG-008779,5014,57,2,2,978,Apartment,Sea View,False,Occupied,2017,12723351
UNIT-0022216,BLDG-003491,2906,15,3,3,1753,Apartment,Garden View,False,Occupied,2017,7868937
UNIT-0022217,BLDG-000689,4903,54,2,2,889,Villa,City View,False,Occupied,2019,11093723
UNIT-0022218,BLDG-004676,5504,32,1,3,4272,Apartment,No Preference,True,Occupied,2022,14931572
UNIT-0022219,BLDG-005793,5807,42,1,3,1071,Apartment,No Preference,False,Occupied,2024,6120862
UNIT-0022220,BLDG-013999,3912,67,1,2,4338,Townhouse,No Preference,True,Occupied,2021,2000740
UNIT-0022221,BLDG-012951,5903,28,3,3,4869,Apartment,No Preference,False,Vacant,2023,9185640
UNIT-0022222,BLDG-010339,302,9,5,2,408,Apartment,City View,True,Vacant,2023,2320597
UNIT-0022223,BLDG-000815,6404,47,2,3,1461,Apartment,Sea View,False,Occupied,2015,8712726
UNIT-0022224,BLDG-012362,3720,11,2,2,4225,Apartment,City View,True,Occupied,2015,11430387
UNIT-0022225,BLDG-009022,6518,78,2,2,3865,Townhouse,Pool View,False,Occupied,2022,5105143
UNIT-0022226,BLDG-010893,6103,49,2,2,696,Villa,Pool View,True,Occupied,2018,5759602
UNIT-0022227,BLDG-003692,2019,55,2,3,3330,Penthouse,Sea View,True,Occupied,2021,12093038
UNIT-0022228,BLDG-004568,6913,1,2,2,3251,Townhouse,Sea View,False,Occupied,2016,14276173
UNIT-0022229,BLDG-005505,3420,25,3,1,939,Apartment,Garden View,False,Vacant,2016,12220025
UNIT-0022230,BLDG-009775,4007,55,2,1,1600,Apartment,Sea View,False,Under Renovation,2019,7435182
UNIT-0022231,BLDG-003464,7319,61,3,2,2700,Apartment,Pool View,False,Occupied,2016,10425663
UNIT-0022232,BLDG-004188,409,2,1,2,4323,Apartment,City View,False,Vacant,2023,10723856
UNIT-0022233,BLDG-009259,7117,80,5,4,4403,Villa,Garden View,False,Occupied,2022,12422305
UNIT-0022234,BLDG-007597,6208,25,3,2,2793,Apartment,No Preference,False,Occupied,2022,14649131
UNIT-0022235,BLDG-008223,6217,58,2,2,918,Apartment,Garden View,False,Occupied,2017,7953579
UNIT-0022236,BLDG-008506,3910,58,2,5,3652,Villa,No Preference,True,Occupied,2019,12059286
UNIT-0022237,BLDG-005989,4708,3,4,1,3090,Apartment,City View,False,Occupied,2023,9349779
UNIT-0022238,BLDG-009358,2401,39,1,5,1771,Apartment,Garden View,False,Vacant,2023,14048436
UNIT-0022239,BLDG-011960,509,59,1,2,4314,Apartment,Garden View,False,Under Renovation,2024,4310243
UNIT-0022240,BLDG-002263,2814,4,3,3,1842,Apartment,No Preference,False,Occupied,2021,4088967
UNIT-0022241,BLDG-010272,509,35,4,2,2187,Apartment,Garden View,True,Occupied,2016,2130168
UNIT-0022242,BLDG-006519,6509,68,1,3,1380,Studio,Pool View,False,Occupied,2023,1540934
UNIT-0022243,BLDG-002974,7111,5,1,2,3267,Villa,City View,True,Occupied,2019,3477364
UNIT-0022244,BLDG-008383,6312,17,5,2,3594,Penthouse,Sea View,False,Occupied,2016,9059763
UNIT-0022245,BLDG-011928,2807,3,3,1,3851,Townhouse,Garden View,True,Occupied,2022,7337677
UNIT-0022246,BLDG-002551,4710,15,3,4,3899,Villa,City View,False,Occupied,2015,10590053
UNIT-0022247,BLDG-006728,1907,12,3,2,973,Apartment,No Preference,False,Occupied,2023,878974
UNIT-0022248,BLDG-009484,8007,11,1,2,3869,Studio,No Preference,True,Occupied,2024,10702422
UNIT-0022249,BLDG-012098,1608,28,2,2,1342,Apartment,City View,True,Vacant,2019,12100078
UNIT-0022250,BLDG-012496,2701,20,2,1,466,Villa,No Preference,False,Occupied,2022,14519036
UNIT-0022251,BLDG-009997,5902,14,2,2,3871,Apartment,City View,False,Vacant,2022,12273586
UNIT-0022252,BLDG-010844,4518,5,4,4,3934,Apartment,Pool View,False,Vacant,2024,2068893
UNIT-0022253,BLDG-005005,8005,79,1,2,775,Apartment,City View,True,Occupied,2018,12121330
UNIT-0022254,BLDG-014657,5005,22,3,3,2685,Apartment,Sea View,True,Occupied,2018,14509802
UNIT-0022255,BLDG-007528,3819,43,1,2,1571,Apartment,Garden View,False,Occupied,2016,5877224
UNIT-0022256,BLDG-009748,401,28,0,2,2518,Apartment,Sea View,False,Vacant,2022,5248291
UNIT-0022257,BLDG-002159,1608,1,0,2,898,Townhouse,City View,False,Vacant,2022,12192344
UNIT-0022258,BLDG-000882,2403,60,0,2,4229,Apartment,Sea View,False,Vacant,2022,7373410
UNIT-0022259,BLDG-005004,4703,36,2,1,4876,Apartment,Garden View,False,Occupied,2024,11875840
UNIT-0022260,BLDG-009032,5814,9,1,4,1161,Apartment,Pool View,False,Occupied,2018,4864702
UNIT-0022261,BLDG-012943,605,53,5,1,4432,Apartment,City View,True,Occupied,2019,4323463
UNIT-0022262,BLDG-001019,912,61,4,2,3121,Apartment,City View,True,Occupied,2015,1406881
UNIT-0022263,BLDG-014679,302,46,4,3,3788,Apartment,City View,True,Occupied,2022,10082765
UNIT-0022264,BLDG-007574,102,33,2,4,4859,Apartment,Garden View,False,Occupied,2016,1997476
UNIT-0022265,BLDG-010609,1503,48,0,2,1532,Townhouse,City View,False,Vacant,2019,14273031
UNIT-0022266,BLDG-009605,6317,42,1,2,2754,Apartment,Sea View,False,Vacant,2017,11082293
UNIT-0022267,BLDG-003377,5907,1,1,2,2778,Villa,Pool View,True,Under Renovation,2016,9807808
UNIT-0022268,BLDG-003837,1819,61,5,2,4449,Penthouse,Pool View,False,Occupied,2018,7424560
UNIT-0022269,BLDG-011298,6614,19,2,4,4820,Apartment,Garden View,False,Occupied,2021,681355
UNIT-0022270,BLDG-004360,3004,60,3,2,777,Apartment,Garden View,True,Occupied,2021,5097998
UNIT-0022271,BLDG-000201,401,22,3,4,3836,Apartment,City View,False,Occupied,2019,4962890
UNIT-0022272,BLDG-007782,3504,13,1,4,1543,Apartment,Garden View,False,Occupied,2018,410036
UNIT-0022273,BLDG-012470,3716,65,1,2,4415,Apartment,City View,False,Occupied,2020,1863936
UNIT-0022274,BLDG-014625,214,37,2,3,3841,Apartment,City View,False,Occupied,2018,12715992
UNIT-0022275,BLDG-002699,4507,49,0,2,1025,Studio,Pool View,True,Occupied,2023,3626147
UNIT-0022276,BLDG-010319,3512,25,4,3,1215,Townhouse,City View,False,Occupied,2023,3260908
UNIT-0022277,BLDG-004507,1301,15,4,3,4753,Apartment,No Preference,True,Occupied,2023,3017189
UNIT-0022278,BLDG-012728,2319,57,3,2,3604,Townhouse,City View,True,Vacant,2021,5355246
UNIT-0022279,BLDG-009947,6116,16,1,4,4619,Apartment,Garden View,True,Occupied,2015,324733
UNIT-0022280,BLDG-012069,5220,57,5,1,736,Apartment,City View,False,Occupied,2015,4813065
UNIT-0022281,BLDG-000541,2412,37,2,2,2402,Studio,Pool View,False,Occupied,2021,14311794
UNIT-0022282,BLDG-009736,5116,21,2,1,1140,Apartment,Pool View,False,Occupied,2015,8860775
UNIT-0022283,BLDG-012063,1813,37,2,5,1851,Apartment,City View,False,Vacant,2015,9428982
UNIT-0022284,BLDG-005332,7909,60,1,2,4483,Townhouse,City View,True,Occupied,2019,2855645
UNIT-0022285,BLDG-010694,5419,7,4,1,1805,Villa,Sea View,True,Under Renovation,2015,5905865
UNIT-0022286,BLDG-001455,2519,19,4,3,1765,Apartment,Pool View,False,Occupied,2015,10684838
UNIT-0022287,BLDG-014178,2318,74,2,3,599,Studio,Sea View,True,Occupied,2023,5275542
UNIT-0022288,BLDG-002651,5511,59,3,2,1986,Apartment,No Preference,True,Vacant,2015,2708087
UNIT-0022289,BLDG-011948,4617,30,3,3,1797,Penthouse,Pool View,True,Vacant,2024,11153981
UNIT-0022290,BLDG-007975,5701,45,1,2,724,Villa,Garden View,True,Occupied,2017,7902003
UNIT-0022291,BLDG-002132,3418,17,3,2,3245,Apartment,No Preference,True,Occupied,2021,1550613
UNIT-0022292,BLDG-013222,6406,40,2,3,1913,Studio,City View,False,Occupied,2022,12379534
UNIT-0022293,BLDG-014114,311,65,2,3,2157,Penthouse,Garden View,True,Occupied,2017,11060690
UNIT-0022294,BLDG-009529,1111,27,3,2,1024,Apartment,Garden View,False,Occupied,2017,12906623
UNIT-0022295,BLDG-003617,6017,8,4,2,1291,Villa,Garden View,True,Occupied,2018,14652286
UNIT-0022296,BLDG-000009,1317,67,1,5,2285,Apartment,City View,False,Vacant,2015,4873077
UNIT-0022297,BLDG-004074,4117,30,1,3,3843,Villa,Pool View,False,Occupied,2020,3470854
UNIT-0022298,BLDG-006473,5718,50,2,2,2179,Apartment,Garden View,False,Vacant,2018,1084439
UNIT-0022299,BLDG-013536,1908,3,4,2,2340,Penthouse,City View,False,Occupied,2020,4719934
UNIT-0022300,BLDG-004483,4713,20,4,2,3299,Apartment,City View,False,Occupied,2016,5456332
UNIT-0022301,BLDG-003969,4107,34,3,3,1532,Apartment,Pool View,False,Occupied,2021,12600603
UNIT-0022302,BLDG-007652,7502,33,2,2,1700,Apartment,City View,True,Vacant,2019,11785415
UNIT-0022303,BLDG-002777,3014,79,2,2,3700,Apartment,City View,True,Occupied,2016,976184
UNIT-0022304,BLDG-005787,7618,43,1,2,1632,Villa,No Preference,True,Occupied,2021,3628503
UNIT-0022305,BLDG-006768,2716,30,1,5,434,Apartment,City View,False,Occupied,2023,13112564
UNIT-0022306,BLDG-008297,3802,37,1,2,4392,Apartment,City View,True,Vacant,2016,2628795
UNIT-0022307,BLDG-008120,4115,56,1,2,1978,Townhouse,Sea View,True,Vacant,2016,451410
UNIT-0022308,BLDG-010864,2720,12,4,1,1500,Apartment,Garden View,True,Occupied,2018,3663884
UNIT-0022309,BLDG-000727,3103,23,1,1,4995,Villa,City View,False,Under Renovation,2024,12209648
UNIT-0022310,BLDG-000943,5918,8,2,2,3572,Apartment,City View,False,Vacant,2018,9509295
UNIT-0022311,BLDG-008963,5211,28,1,2,2137,Apartment,Garden View,True,Occupied,2023,6921929
UNIT-0022312,BLDG-011534,5704,61,1,3,927,Apartment,No Preference,True,Vacant,2019,9332650
UNIT-0022313,BLDG-000413,612,42,1,2,2842,Apartment,City View,True,Occupied,2016,11669960
UNIT-0022314,BLDG-008317,5215,61,1,2,3894,Penthouse,No Preference,True,Occupied,2021,14650054
UNIT-0022315,BLDG-013550,204,32,1,2,2265,Apartment,Sea View,False,Occupied,2019,14853117
UNIT-0022316,BLDG-001208,3420,64,4,3,678,Apartment,No Preference,False,Vacant,2019,14479117
UNIT-0022317,BLDG-009353,1218,28,5,3,1833,Apartment,Sea View,False,Occupied,2022,12198153
UNIT-0022318,BLDG-011206,6504,47,0,3,2686,Studio,Sea View,True,Occupied,2024,10697579
UNIT-0022319,BLDG-009812,6711,69,2,2,3473,Apartment,Pool View,True,Vacant,2020,12403558
UNIT-0022320,BLDG-005079,1115,17,2,2,3701,Apartment,Sea View,True,Occupied,2024,1184103
UNIT-0022321,BLDG-000634,1220,19,3,3,1430,Apartment,City View,False,Vacant,2023,11495520
UNIT-0022322,BLDG-012457,2204,14,2,3,2752,Apartment,Pool View,True,Occupied,2016,7239682
UNIT-0022323,BLDG-012016,6215,45,1,3,2672,Apartment,Garden View,False,Occupied,2018,10988890
UNIT-0022324,BLDG-006232,1616,35,3,2,2637,Townhouse,No Preference,False,Under Renovation,2020,4249516
UNIT-0022325,BLDG-012803,1101,52,3,2,2614,Apartment,Pool View,False,Occupied,2024,12683956
UNIT-0022326,BLDG-013463,8015,79,2,2,437,Villa,City View,False,Under Renovation,2021,10115462
UNIT-0022327,BLDG-006064,5304,68,4,3,4916,Apartment,Garden View,False,Under Renovation,2019,2017475
UNIT-0022328,BLDG-013827,5214,19,4,1,4914,Apartment,Garden View,False,Vacant,2022,6670705
UNIT-0022329,BLDG-002603,2818,44,1,3,4645,Villa,Pool View,False,Occupied,2020,9946989
UNIT-0022330,BLDG-011922,8014,46,3,4,4218,Townhouse,No Preference,True,Occupied,2020,10624263
UNIT-0022331,BLDG-012692,3908,59,1,2,3130,Penthouse,City View,False,Occupied,2024,6646731
UNIT-0022332,BLDG-001883,6405,78,2,2,552,Villa,No Preference,True,Occupied,2017,9364085
UNIT-0022333,BLDG-007096,512,37,2,2,4247,Apartment,Pool View,False,Occupied,2018,5730666
UNIT-0022334,BLDG-005959,4105,55,4,5,898,Apartment,Garden View,False,Occupied,2023,8809899
UNIT-0022335,BLDG-009148,5519,40,2,2,3296,Townhouse,Pool View,True,Occupied,2021,5998273
UNIT-0022336,BLDG-003219,3016,37,3,3,2933,Studio,City View,True,Under Renovation,2024,12938451
UNIT-0022337,BLDG-010567,1005,24,2,2,932,Villa,City View,True,Occupied,2019,14552510
UNIT-0022338,BLDG-001069,2718,78,1,3,3708,Studio,No Preference,False,Vacant,2016,11950809
UNIT-0022339,BLDG-002060,6908,41,1,3,2101,Apartment,City View,False,Occupied,2018,9789930
UNIT-0022340,BLDG-013782,2701,10,0,2,4998,Apartment,Sea View,False,Occupied,2018,3665625
UNIT-0022341,BLDG-007874,3204,78,3,2,2446,Apartment,Garden View,True,Occupied,2023,4836378
UNIT-0022342,BLDG-006589,5508,24,2,3,3979,Apartment,Sea View,False,Vacant,2021,5169558
UNIT-0022343,BLDG-007454,2304,65,1,3,3618,Apartment,Sea View,False,Occupied,2018,5186444
UNIT-0022344,BLDG-012934,6415,42,2,4,505,Apartment,Pool View,True,Vacant,2018,7712704
UNIT-0022345,BLDG-007854,7316,42,2,2,4453,Townhouse,Garden View,False,Occupied,2023,10039313
